ADM2_PCODE,Fecha_pred,Pred_mm,Media_hist_mm,Diff_pct,SPI_like,Alerta,month,Pred_t3_mm
VE1605,2025-09-11,46.956245,47.552366887716424,-1.2536105022085262,-0.026334315403313626,Normal,9,35.92526626586914
VE1606,2025-09-11,46.842686,44.030653598613306,6.386532724415763,0.1275096264214701,Normal,9,35.78749084472656
VE1607,2025-09-11,48.95158,37.962333530411684,28.94776346768103,0.5800729958250908,Normal,9,43.951316833496094
VE1608,2025-09-11,50.77006,43.65806500714525,16.290223775631603,0.38512389593639484,Normal,9,44.997039794921875
VE1609,2025-09-11,48.533333,43.94135343221794,10.450245688432165,0.22255569844055587,Normal,9,42.17510986328125
VE1610,2025-09-11,50.981148,47.45389795661869,7.433003317702427,0.17430801399668958,Normal,9,46.259727478027344
VE1611,2025-09-11,46.50567,42.30639095593216,9.925870747468572,0.20367110452531867,Normal,9,36.0321044921875
VE1612,2025-09-11,48.56552,32.05902264351235,51.48784097466046,0.9723373480419165,Lluvia moderada,9,44.29690170288086
VE1613,2025-09-11,49.64865,37.60698341606255,32.019764982907766,0.6175818768733173,Normal,9,47.72396469116211
VE17,2025-09-11,18.91044,14.564400134230018,29.840160052331843,0.3994656390036122,Normal,9,17.3680477142334
VE1701,2025-09-11,19.426373,13.656641619546074,42.248534224345235,0.5358877169288467,Normal,9,17.83946418762207
VE1702,2025-09-11,25.192816,13.075187969924812,92.67650942064826,1.0253042056900967,Lluvia moderada,9,28.118473052978516
VE1703,2025-09-11,18.798122,13.772932370802513,36.48598497336948,0.4377380783067733,Normal,9,17.27259635925293
VE1704,2025-09-11,19.025368,15.597744360902256,21.975122149750877,0.258880340268916,Normal,9,17.668214797973633
VE1705,2025-09-11,18.090109,11.458646616541353,57.87299736904035,0.6634325470377763,Lluvia moderada,9,17.08409881591797
VE1706,2025-09-11,19.584269,15.270676691729323,28.247548980938284,0.3169017547537894,Normal,9,17.780662536621094
VE1707,2025-09-11,18.88674,12.721804511278195,48.45959717500295,0.5360896019011548,Lluvia moderada,9,17.210243225097656
VE1708,2025-09-11,19.753414,15.526315789473685,27.225379297288793,0.32772181922202065,Normal,9,20.7099552154541
VE1709,2025-09-11,19.173649,14.61915655960714,31.15427525556077,0.4049424477826823,Normal,9,17.3853702545166
VE1710,2025-09-11,18.56151,16.112781990739634,15.19742584941119,0.19354917333942262,Normal,9,17.631242752075195
VE1711,2025-09-11,17.949135,16.30827067669173,10.061545963384075,0.13667139868255745,Normal,9,19.40852165222168
VE18,2025-09-11,54.970264,56.06648815126347,-1.9552209396306088,-0.05031253660397882,Normal,9,57.01651382446289
VE1801,2025-09-11,48.282963,52.6062030075188,-8.218118703280355,-0.16433546179696706,Normal,9,48.31205749511719
VE1802,2025-09-11,50.740913,46.77625086074485,8.475802265922123,0.1773413417416441,Normal,9,50.33110427856445
VE1803,2025-09-11,53.784225,55.414339316518685,-2.9416823745574647,-0.06641395645562125,Normal,9,54.3958740234375
VE1804,2025-09-11,61.464966,57.82666661685571,6.291732545407127,0.13940465366954657,Normal,9,63.75178527832031
VE1805,2025-09-11,60.170616,58.748962932959536,2.419877979063401,0.06720853584578802,Normal,9,60.15341567993164
VE1806,2025-09-11,53.14935,42.390977443609025,25.378918859205076,0.5622035943338981,Normal,9,55.68400192260742
VE1807,2025-09-11,53.96312,52.14910147243872,3.4785221282401957,0.0772217460428437,Normal,9,57.972476959228516
VE1808,2025-09-11,49.71799,54.168922280906735,-8.216761970232962,-0.17312795106334064,Normal,9,50.58376693725586
VE1809,2025-09-11,56.81193,56.118115245847775,1.236350082714124,0.03032566705936199,Normal,9,55.98161697387695
VE1810,2025-09-11,59.95754,54.85109101202255,9.309655466277817,0.2122756572100227,Normal,9,62.918697357177734
